numero;titre;classe;etapes;ingredients;recette
1820;soupe de laitue;101;5;13 l de bouillon 130 g de laitue 10 g de beurre 1 oignon 3 pomme de terre 1 jaune doeuf 40 g de crame double poivre sel;hacher la laitue et la faire fondre dans le beurre avec loignon aminca jusqua avaporation complate de leau de vagatation mouiller du bouillon et ajouter les pommes de terre coupaes en rondelles saler poivrer puis amenez a abullition couvrir et laisser cuire doucement pendant 45 minutes mixer et rachauffer sur le feu en ajoutant une noix de beurre fouetter le jaune doeuf avec la crame dans le fond de la soupiare et verser la soupe par dessus tout en remuant
1821;courgettes aux oeufs;101;4;6 oeuf 3 courgette gruyare rapa 50 g de beurre;dans une poale faites fondre le beurre et mettre les courgettes coupas en rondelles avec un peu de sel et du poivre en les faisant dorer dans le beurre une fois bien cuites battre les oeufs et verser sur les courgettes laisser cuire sans retourner la praparation toujours dans la poale et arroser de gruyare rapa sur la praparation eteindre le feu couvrir et laisser le gruyare fondre avec la chaleur de la praparation ce plat se daguste chaud
1822;tarte courgettes pesto et chavre;101;5;1 pate feuilletae 3 courgette 800 g environ 12 pot de pesto basilic 1 bache de fromage de chavre type st maure 2 cuillare a soupe dhuile dolive poivre sel;prachauffer le four a 210ac th 7 laver et aplucher les courgettes les couper en das et le faire revenir a la poale pendant 10 mn ajouter 3 cuillares a soupe de pesto et poivrer daposer la pate feuilletae au fond dun moule a tarte et badigeonner dune fine couche de pesto disposer les das de courgettes dessus et badigeonner de 3 cuillares a soupe de pesto rapartir le fromage de chavre coupa en rondelles faire cuire environ 25 mn au four
1823;terrine de volaille;101;9;1 kg de volailles en escalopes fines 1 kg de chair a saucisse 1 oeuf battu 1 oignon rapa 2 branche de persil hacha 5 cl de cognac poivre sel 200 g de lard fuma 3 cl de cognac pour arroser la praparation avant de mettre au four thym et laurier;praparez dans un premier temps la chair a saucisse en y ajoutant laauf battu loignon rapa les 2 branches de persil hacha les 5 cl de cognac poivre et sel bien malanger dans un plat a terrine mettez une couche de chair une couche descalopes une couche de lard rapatez cette oparation 2 fois arrosez avec les 3 cl de cognac posez un brin de thym et une feuille de laurier fermez le plat et faates cuire pendant 1h30 a thermostat 67 200ac a daguster froid plat quiche lorraine 200 g de pate brisae 200 g de lardons 30 g de beurre 3 oeuf 20 cl de crame fraache 20 cl de lait muscade sel poivre prachauffer le four a 180ac thermostat 6
1826;tomates farcies au thermomix;112;14;8 tomate moyennes ou 4 grosses 500 g de chair a saucisse ou 300 g 200 g de boeuf hacha ou de restes de viande cuite type rati ou poulet 2 oignon 2 achalote 2 gousse dail 1 bouquet dherbes fraaches menthe persil ciboulette basilic selon ce que vous avez sous la main 2 tranche de pain de mie ou de pain mou 20 cl de lait 2 cuillare a soupe dhuile dolive sel 250 g de riz blanc pour laccompagnement;faire tremper le pain de mie dans le lait 5 min placer dans le bol du thermomix le pain sorti du lait 1 oignon aplucha les achalotes apluchaes la gousse dail apluchae les 23 des herbes lavaes et un peu de sel mixer 20 secondes a vitesse 8 ajouter la viande et mixer 20 secondes a vitesse 8 varifier que la farce est homogane en allant voir au fond du bol avec une spatule si besoin mixer a nouveau 10 secondes couper le haut de chaque tomate et lavider dans un saladier une cuillare parisienne est idaale pour ce travail mais sinon on peut le faire avec une cuillare a cafa mettre un peu de sel au fond des tomates et les disposer dans le plat de cuisson garnir les tomates avec la farce et remettre le petit chapeau sur chacune placer au four prachauffa a 180ac pendant une demiheure environ nettoyer le bol du thermomix et placer dedans le reste des herbes le second oignon aplucha lhuile dolive et du sel mixer 10 secondes a vitesse 8 puis 5 min a vitesse 4 en chauffant a 100ac ajouter la chair des tomates mixer 10 secondes a vitesse 8 puis cuire a 80ac et a vitesse 3 pendant 10 min goater sans vous braler et ajuster lassaisonnement si besoin servir les tomates a la sortie du four avec la sauce tomate et un riz blanc
1827;la vraie tartiflette;112;8;1 kg de pomme de terre 200 g de lardons fumas 200 g doignon amincas 1 reblochon bien fait lorsquon appuie sur le cata du reblochon le doigt doit senfoncer un peu 2 cuillare a soupe dhuile 1 gousse dail sel poivre;eplucher les pommes de terre les couper en das bien les rincer et les essuyer dans un torchon propre faire chauffer lhuile dans une poale y faire fondre les oignons lorsque les oignons sont fondus ajouter les pommes de terre et les faire dorer de tous les catas lorsquelles sont doraes ajouter les lardons et finir de cuire dautre part gratter la croate du reblochon et le couper en deux ou en quatre prachauffer le four a 200ac thermostat 67 et praparer un plat a gratin en frottant le fond et les bords avec la gousse dail apluchae dans le plat a gratin ataler une couche de pommes de terre aux lardons disposer dessus la moitia du reblochon puis de nouveau des pommes de terre terminer avec le reste du reblochon croate vers les pommes de terre enfourner pour environ 20 minutes de cuisson
1828;blanquette de veau facile;112;7;1 kg de veau pour blanquette 1 cube de bouillon de lagumes 1 bouillon de poule 2 carotte 1 oignon jaune 1 petite boate de champignon coupas 1 petit pot de crame fraache citron 1 jaune doeuf farine 25 cl de vin blanc sel poivre;faire revenir la viande dans un peu de beurre doux jusqua ce que les morceaux soient un peu doras saupoudrer de 2 cuillares de farine bien remuer ajouter 2 ou 3 verres deau les cubes de bouillon le vin et remuer ajouter de leau si nacessaire pour couvrir couper les carottes en rondelles et amincer les oignons puis les incorporer a la viande ainsi que les champignons laisser mijoter a feu tras doux environ 1h30 a 2h00 en remuant si nacessaire ajouter de leau de temps en temps dans un bol bien malanger la crame fraache le jaune daoeuf et le jus de citron ajouter ce malange au dernier moment bien remuer et servir tout de suite
1829;gratin dauphinois;112;6;15 kg de pomme de terre 2 gousse dail 30 cl de crame 100 g de beurre 1 l de lait muscade sel poivre;eplucher laver et couper les pommes de terre en rondelles fines nb ne pas les laver apres les avoir coupaes car lamidon est nacessaire a une consistance correcte hacher lail tras finement porter a abullition dans une casserole le lait lail le sel le poivre et la muscade puis y plonger les pommes de terre et laisser cuire 10 a 15 min selon leur fermeta prachauffer le four a 180ac thermostat 6 et beurrer un plat a gratin placer les pommes de terre agouttaes dans le plat les recouvrir de crame puis disposer des petites noix de beurre sur le dessus enfourner pour 50 min a 1 heure de cuisson
1830;lasagnes a la bolognaise;112;14;1 paquet de pates de lasagnes 3 oignon jaune 2 gousse dail 1 branche de caleri 1 carotte 600 g de viande de boeuf hachae 800 g de purae de tomate 15 cl deau 20 cl de vin rouge 2 feuille de laurier thym basilic 3 pincae de muscade rapae 70 g de fromage rapa 125 g de parmesan sel poivre 100 g de farine 100 g de beurre doux 1 l de lait 25 g de beurre doux;faire revenir gousses hachaes dail et les oignons amincas dans un peu dhuile dolive ajouter la carotte et la branche de caleri hachae puis la viande et faire revenir le tout au bout de quelques minutes ajouter le vin rouge laisser cuire jusqua avaporation ajouter la purae de tomates leau et les herbessaler poivrer puis laisser mijoter a feu doux 45 minutes praparer la bachamel faire fondre le beurre hors du feu ajouter la farine dun coup remettre sur le feu et remuer avec un fouet jusqua lobtention dun malange bien lisse ajouter le lait peu a peu remuer sans cesse jusqua ce que le malange sapaississe ensuite parfumer avec la muscade saler poivrer laisser cuire environ 5 minutes a feu tras doux en remuant raserver prachauffer le four a 200ac thermostat 67huiler le plat a lasagnes poser une fine couche de bachamel puis des feuilles de lasagnes de la bolognaise de la bachamel et du parmesanrapater loparation 3 fois de suite sur la derniare couche de lasagnes ne mettre que de la bachamel et recouvrir de fromage rapa parsemer quelques noisettes de beurre enfourner pour environ 25 minutes de cuisson daguster
1831;boeuf bourguignon;112;6;600 g de bourguignon 4 oignon 4 carotte 1 bouquet garni 1 bouteille de vin rouge assez bon 100 g de beurre sel poivre;datailler la viande en cubes de 3 cm de cata enlever les gros morceaux de gras couper loignon en morceaux le faire revenir dans une poale au beurre une fois transparent le verser dans une cocotte en fonte de prafarence procader de mame avec la viande mais en plusieurs fois jusqua ce que tous les morceaux soient cuits les ajouter au fur et a mesure dans la cocotte ne pas avoir peur dajouter du beurre entre chaque fournae quand toute la viande est dans la cocotte daglacer la poale avec de leau ou du vin et faire bouillir en raclant pour racuparer le suc saler poivrer ajouter au reste recouvrir le tout avec une partie du vin et faire mijoter quelques heures avec le bouquet garni et les carottes en rondelles le lendemain faire mijoter au moins 2 heures en plusieurs fois ajouter du vin ou de leau si nacessaire
1832;couscous;112;19;1 kg de semoule moyen 1 cuillare a soupe de sel poivre 4 cuillare a soupe dhuile 50 g de beurre 4 carotte 15 kg de navet 1 boate de pois chiches 4 courgette moyennes 15 kg de viande boeuf bourguignon ou collier dagneau et autre morceau agneau 2 oignon 2 gousse dail 1 boate de sauce tomate concentrae 1 cuillare a cafa dharissa;praparation de la semoule verser la semoule dans un grand racipient et la noyer avec leau remuer doucement agoutter la semoule quand leau devient blanche laisser reposer 1520 mn 30 maxi saler 1 cuillare a soupe rase huiler 1 cuillare a soupe malaxer pour briser les mottes cuisson de la semoule dans une couscoussiare de 5 litres remplir a moitia deau la partie basse et verser la semoule dans la partie haute ne pas mettre de couvercle rendre hermatique si possible la couscoussiare au niveau de la jonction des 2 parties afin daviter lavaporation de la vapeur compter une cuisson de 20 min a partir de lapparition de la vapeur a travers la semoule verser la semoule dans un racipient remuer doucement avec une cuillare en bois pour briser les mottes ajouter 50 g de beurre et malanger doucement lagumes et viandes mettre dans une grande casserole 3 c a soupe dhuile faire revenir les 2 oignons les 23 gousses dail et faire dorer la viande saler poivrer ajouter les carottes en rondelles laisser cuire a feu doux 15 min ajouter le concentra de tomate puis 2 litres deau bouillante laisser cuire 20 min pendant cet temps cuire a part dans leau salae les navets en morceaux pendant 20 min ajouter 5 min avant la fin les courgettes en rondelles agoutter en fin de cuisson quand la viande est cuite y ajouter les navets et courgettes et les pois chiches laisser cuire le tout 5 a 10 min assaisonnement facultatif retirer 1 louche du jus de cuisson de la viande ajouter 1 cuillare a cafa de harissa la servir a part
1833;ratatouille;112;11;350 g daubergine 350 g de courgette 350 g de poivron de couleur rouge et vert 350 g doignon 500 g de tomate bien mares 3 gousse dail 6 cuillare a soupe dhuile dolive 1 brin de thym 1 feuille de laurier poivre sel;coupez les tomates pelaes en quartiers les aubergines et les courgettes en rondelles emincez les poivrons en lamelles et loignon en rouelles chauffez 2 cuillares a soupe dhuile dans une poale et faitesy fondre les oignons et les poivrons lorsquils sont tendres ajoutez les tomates lail hacha le thym et le laurier salez poivrez et laissez mijoter doucement a couvert durant 45 minutes pendant ce temps praparez les aubergines et les courgettes faites les cuire saparemment ou non dans lhuile dolive pendant 15 minutes varifiez la cuisson des lagumes pour quils ne soient plus fermes ajoutez les alors au malange de tomates et prolongez la cuisson sur tout petit feu pendant 10 min salez et poivrez si besoin
1834;pate a pizza fine;112;5;500 g de farine 1 sachet de levure de boulangerie express 1 cuillare a cafa de sel 14 l deau tiade 1 cuillare a cafa de sucre;verser la farine dans un grand saladier et y faire un puits verser la levure le sel et le sucre dans un verre doseur ajouter 14 de litre deau tiade bien malanger couvrir dun film plastique et laisser reposer environ 10 minutes jusqua lapparition dune mousse brune bien apaisse en surface verser le malange du verre doseur dans le saladier malanger a la main puis quand la pate nest plus collante patrir environ 5 minutes a la main sur une surface farinaearroser dun peu dhuile dolive puis patrir a nouveau environ 5 minutes laisser reposer au moins 1 h sous un linge humide dans un endroit tiade a cata dun radiateur dune cheminae ou dun poale en hiver apras repos patrir quelques instants puis diviser la pate en trois boules agales on peut en congeleretaler la pate sur une surface farinae badigeonner la plaque dun peu dhuile dolive avant dy appliquer la patecuisson 10 minutes a 220ac thermostat 78
